"","uid","question","scenario","rating","recall","realrate","know","num_uid"
"452","5cb4ba4be73904000194a733",17,6,96,49,88,58,14
"453","5cb4ba4be73904000194a733",18,25,73,55,74,36,14
"454","5cb4ba4be73904000194a733",19,16,30,24,72,58,14
"455","5cb4ba4be73904000194a733",20,24,98,70,98,69,14
"456","5cb4ba4be73904000194a733",21,20,17,38,90,27,14
"457","5cb4ba4be73904000194a733",22,13,85,44,72,33,14
"458","5cb4ba4be73904000194a733",23,11,51,31,65,23,14
"459","5cb4ba4be73904000194a733",24,19,75,47,94,74,14
"460","5cb4ba4be73904000194a733",25,8,84,71,98,74,14
"461","5cb4ba4be73904000194a733",26,18,91,37,92,50,14
"462","5cb4ba4be73904000194a733",27,5,65,12,93,28,14
"463","5cb4ba4be73904000194a733",28,28,15,31,84,21,14
"464","5cb4ba4be73904000194a733",29,22,99,68,97,78,14
"465","5cb4ba4be73904000194a733",30,17,98,88,99,82,14
"466","5cfecc1e96681500168a1799",0,1,100,99,97,98,15
"467","5cfecc1e96681500168a1799",1,16,17,14,47,11,15
"468","5cfecc1e96681500168a1799",2,29,84,26,60,60,15
"469","5cfecc1e96681500168a1799",3,15,30,59,96,47,15
"470","5cfecc1e96681500168a1799",4,30,99,9,51,13,15
"471","5cfecc1e96681500168a1799",5,17,79,87,97,91,15
"472","5cfecc1e96681500168a1799",6,21,18,71,98,59,15
"473","5cfecc1e96681500168a1799",7,10,75,61,91,47,15
"474","5cfecc1e96681500168a1799",8,12,64,66,75,46,15
"475","5cfecc1e96681500168a1799",9,18,97,22,80,20,15
"476","5cfecc1e96681500168a1799",10,19,80,26,64,25,15
"477","5cfecc1e96681500168a1799",11,14,56,45,80,45,15
"478","5cfecc1e96681500168a1799",12,8,85,57,98,42,15
"479","5cfecc1e96681500168a1799",13,31,99,99,99,98,15
"480","5cfecc1e96681500168a1799",14,4,83,57,67,49,15
"481","5cfecc1e96681500168a1799",15,20,75,41,98,23,15
"482","5cfecc1e96681500168a1799",16,6,98,73,99,57,15
"483","5cfecc1e96681500168a1799",17,26,98,0,50,4,15
"484","5cfecc1e96681500168a1799",18,2,91,48,99,41,15
"485","5cfecc1e96681500168a1799",19,27,98,97,98,85,15
"486","5cfecc1e96681500168a1799",20,24,100,55,86,45,15
"487","5cfecc1e96681500168a1799",21,22,99,52,71,31,15
"488","5cfecc1e96681500168a1799",22,28,98,56,63,35,15
"489","5cfecc1e96681500168a1799",23,9,98,72,98,53,15
"490","5cfecc1e96681500168a1799",24,5,47,42,78,33,15
"491","5cfecc1e96681500168a1799",25,7,98,70,62,44,15
"492","5cfecc1e96681500168a1799",26,11,83,50,72,34,15
"493","5cfecc1e96681500168a1799",27,3,99,48,96,39,15
"494","5cfecc1e96681500168a1799",28,25,71,65,98,58,15
"495","5cfecc1e96681500168a1799",29,13,79,60,100,68,15
"496","5cfecc1e96681500168a1799",30,23,36,52,95,50,15
"497","5d30c0f46cc6bd0020882925",0,9,47,67,85,62,16
"498","5d30c0f46cc6bd0020882925",1,10,83,29,90,21,16
"499","5d30c0f46cc6bd0020882925",2,18,86,1,100,3,16
"500","5d30c0f46cc6bd0020882925",3,15,44,100,100,50,16
"501","5d30c0f46cc6bd0020882925",4,16,20,26,88,38,16
"502","5d30c0f46cc6bd0020882925",5,23,59,100,90,71,16
"503","5d30c0f46cc6bd0020882925",6,25,50,92,100,95,16
"504","5d30c0f46cc6bd0020882925",7,6,61,2,90,53,16
"505","5d30c0f46cc6bd0020882925",8,17,100,61,98,78,16
"506","5d30c0f46cc6bd0020882925",9,26,83,18,82,36,16
"507","5d30c0f46cc6bd0020882925",10,21,61,19,79,39,16
"508","5d30c0f46cc6bd0020882925",11,5,63,1,52,3,16
"509","5d30c0f46cc6bd0020882925",12,4,12,0,27,0,16
"510","5d30c0f46cc6bd0020882925",13,30,80,100,100,65,16
"511","5d30c0f46cc6bd0020882925",14,8,14,24,36,13,16
"512","5d30c0f46cc6bd0020882925",15,20,65,0,50,0,16
"513","5d30c0f46cc6bd0020882925",16,24,100,5,86,10,16
"514","5d30c0f46cc6bd0020882925",17,28,49,80,80,42,16
"515","5d30c0f46cc6bd0020882925",18,19,34,24,61,24,16
"516","5d30c0f46cc6bd0020882925",19,11,64,53,100,29,16
"517","5d30c0f46cc6bd0020882925",20,7,25,7,23,4,16
"518","5d30c0f46cc6bd0020882925",21,3,15,0,100,10,16
"519","5d30c0f46cc6bd0020882925",22,29,85,24,85,6,16
"520","5d30c0f46cc6bd0020882925",23,22,44,69,58,78,16
"521","5d30c0f46cc6bd0020882925",24,1,80,100,100,77,16
"522","5d30c0f46cc6bd0020882925",25,27,32,86,100,84,16
"523","5d30c0f46cc6bd0020882925",26,12,43,20,56,8,16
"524","5d30c0f46cc6bd0020882925",27,31,93,87,89,83,16
"525","5d30c0f46cc6bd0020882925",28,13,100,68,100,49,16
"526","5d30c0f46cc6bd0020882925",29,14,60,36,60,36,16
"527","5d30c0f46cc6bd0020882925",30,2,5,18,74,9,16
"528","5d4228c91d9e57001a2c3e61",0,25,50,10,86,11,17
"529","5d4228c91d9e57001a2c3e61",1,21,79,87,94,44,17
"530","5d4228c91d9e57001a2c3e61",2,27,12,22,50,31,17
"531","5d4228c91d9e57001a2c3e61",3,26,66,8,15,6,17
"532","5d4228c91d9e57001a2c3e61",4,19,90,29,53,15,17
"533","5d4228c91d9e57001a2c3e61",5,31,94,56,93,66,17
"534","5d4228c91d9e57001a2c3e61",6,11,58,32,56,18,17
"535","5d4228c91d9e57001a2c3e61",7,1,98,52,97,62,17
"536","5d4228c91d9e57001a2c3e61",8,15,17,28,77,16,17
"537","5d4228c91d9e57001a2c3e61",9,20,12,23,63,18,17
"538","5d4228c91d9e57001a2c3e61",10,9,12,18,50,14,17
"539","5d4228c91d9e57001a2c3e61",11,29,60,50,79,42,17
"540","5d4228c91d9e57001a2c3e61",12,28,97,93,96,57,17
"541","5d4228c91d9e57001a2c3e61",13,8,95,17,23,13,17
"542","5d4228c91d9e57001a2c3e61",14,24,17,17,50,16,17
"543","5d4228c91d9e57001a2c3e61",15,17,46,97,92,78,17
"544","5d4228c91d9e57001a2c3e61",16,23,34,87,89,69,17
"545","5d4228c91d9e57001a2c3e61",17,3,20,16,47,5,17
"546","5d4228c91d9e57001a2c3e61",18,4,4,5,37,9,17
"547","5d4228c91d9e57001a2c3e61",19,10,88,12,45,8,17
"548","5d4228c91d9e57001a2c3e61",20,13,97,86,85,65,17
"549","5d4228c91d9e57001a2c3e61",21,5,8,34,59,14,17
"550","5d4228c91d9e57001a2c3e61",22,6,58,2,22,8,17
"551","5d4228c91d9e57001a2c3e61",23,14,32,10,37,11,17
"552","5d4228c91d9e57001a2c3e61",24,16,30,43,50,20,17
"553","5d4228c91d9e57001a2c3e61",25,12,98,47,79,37,17
"554","5d4228c91d9e57001a2c3e61",26,30,52,18,47,19,17
"555","5d4228c91d9e57001a2c3e61",27,18,38,51,74,40,17
"556","5d4228c91d9e57001a2c3e61",28,22,98,50,82,40,17
"557","5d4228c91d9e57001a2c3e61",29,7,93,18,49,16,17
"558","5d4228c91d9e57001a2c3e61",30,2,78,18,49,18,17
"559","5d4bed118cbe900016c1f6d0",0,26,86,2,92,1,18
"560","5d4bed118cbe900016c1f6d0",1,7,98,1,99,1,18
"561","5d4bed118cbe900016c1f6d0",2,19,57,0,99,1,18
"562","5d4bed118cbe900016c1f6d0",3,9,61,2,99,1,18
"563","5d4bed118cbe900016c1f6d0",4,22,100,29,98,5,18
"564","5d4bed118cbe900016c1f6d0",5,1,60,2,89,0,18
"565","5d4bed118cbe900016c1f6d0",6,30,97,53,98,14,18
"566","5d4bed118cbe900016c1f6d0",7,18,72,47,98,2,18
"567","5d4bed118cbe900016c1f6d0",8,23,98,35,98,0,18
"568","5d4bed118cbe900016c1f6d0",9,31,99,79,99,2,18
"569","5d4bed118cbe900016c1f6d0",10,27,68,76,98,3,18
"570","5d4bed118cbe900016c1f6d0",11,24,93,13,99,2,18
"571","5d4bed118cbe900016c1f6d0",12,3,99,19,99,2,18
"572","5d4bed118cbe900016c1f6d0",13,17,100,60,98,7,18
"573","5d4bed118cbe900016c1f6d0",14,29,64,13,100,2,18
"574","5d4bed118cbe900016c1f6d0",15,8,99,1,92,1,18
"575","5d4bed118cbe900016c1f6d0",16,13,98,61,100,5,18
"576","5d4bed118cbe900016c1f6d0",17,11,100,41,100,2,18
"577","5d4bed118cbe900016c1f6d0",18,4,99,0,100,1,18
"578","5d4bed118cbe900016c1f6d0",19,28,84,2,91,2,18
"579","5d4bed118cbe900016c1f6d0",20,16,99,27,99,1,18
"580","5d4bed118cbe900016c1f6d0",21,20,73,3,92,0,18
"581","5d4bed118cbe900016c1f6d0",22,15,92,18,100,0,18
"582","5d4bed118cbe900016c1f6d0",23,10,95,36,99,3,18
"583","5d4bed118cbe900016c1f6d0",24,12,85,23,97,2,18
"584","5d4bed118cbe900016c1f6d0",25,6,54,8,86,2,18
"585","5d4bed118cbe900016c1f6d0",26,2,98,67,99,7,18
"586","5d4bed118cbe900016c1f6d0",27,21,71,0,87,2,18
"587","5d4bed118cbe900016c1f6d0",28,14,100,2,98,2,18
"588","5d4bed118cbe900016c1f6d0",29,5,98,2,100,2,18
"589","5d4bed118cbe900016c1f6d0",30,25,100,2,100,1,18
"590","5d61a66fc9465f000105cb8e",0,12,11,6,83,53,19
"591","5d61a66fc9465f000105cb8e",1,21,93,14,68,58,19
"592","5d61a66fc9465f000105cb8e",2,5,26,52,87,69,19
"593","5d61a66fc9465f000105cb8e",3,4,20,19,84,50,19
"594","5d61a66fc9465f000105cb8e",4,13,80,77,67,62,19
"595","5d61a66fc9465f000105cb8e",5,8,8,46,59,53,19
"596","5d61a66fc9465f000105cb8e",6,17,88,86,81,54,19
"597","5d61a66fc9465f000105cb8e",7,14,35,44,0,51,19
"598","5d61a66fc9465f000105cb8e",8,27,52,51,88,50,19
"599","5d61a66fc9465f000105cb8e",9,30,9,8,54,40,19
"600","5d61a66fc9465f000105cb8e",10,3,18,54,56,47,19
"601","5d61a66fc9465f000105cb8e",11,23,80,65,62,52,19
"602","5d61a66fc9465f000105cb8e",12,16,42,55,58,57,19
"603","5d61a66fc9465f000105cb8e",13,6,9,57,55,56,19
"604","5d61a66fc9465f000105cb8e",14,28,22,49,57,51,19
"605","5d61a66fc9465f000105cb8e",15,15,55,47,51,49,19
"606","5d61a66fc9465f000105cb8e",16,22,74,53,58,50,19
"607","5d61a66fc9465f000105cb8e",17,18,30,53,56,52,19
"608","5d61a66fc9465f000105cb8e",18,25,48,53,55,59,19
"609","5d61a66fc9465f000105cb8e",19,31,13,27,56,52,19
"610","5d61a66fc9465f000105cb8e",20,24,18,49,52,56,19
"611","5d61a66fc9465f000105cb8e",21,9,6,47,47,52,19
"612","5d61a66fc9465f000105cb8e",22,20,36,54,26,50,19
"613","5d61a66fc9465f000105cb8e",23,2,32,19,34,47,19
"614","5d61a66fc9465f000105cb8e",24,11,25,46,55,52,19
"615","5d61a66fc9465f000105cb8e",25,19,75,57,58,53,19
"616","5d61a66fc9465f000105cb8e",26,29,61,51,57,50,19
"617","5d61a66fc9465f000105cb8e",27,26,78,49,57,62,19
"618","5d61a66fc9465f000105cb8e",28,10,72,52,67,58,19
"619","5d61a66fc9465f000105cb8e",29,7,66,42,58,54,19
"620","5d61a66fc9465f000105cb8e",30,1,97,64,91,44,19
"621","5d786510dce93b00182ab480",0,4,55,2,56,31,20
"622","5d786510dce93b00182ab480",1,29,40,6,73,27,20
"623","5d786510dce93b00182ab480",2,3,15,17,73,43,20
"624","5d786510dce93b00182ab480",3,22,68,9,61,19,20
"625","5d786510dce93b00182ab480",4,14,47,7,73,16,20
"626","5d786510dce93b00182ab480",5,11,73,26,74,21,20
"627","5d786510dce93b00182ab480",6,23,65,28,72,23,20
"628","5d786510dce93b00182ab480",7,28,69,14,68,16,20
"629","5d786510dce93b00182ab480",8,2,62,37,78,33,20
"630","5d786510dce93b00182ab480",9,6,86,28,92,34,20
"631","5d786510dce93b00182ab480",10,16,51,22,52,13,20
"632","5d786510dce93b00182ab480",11,18,62,22,78,25,20
"633","5d786510dce93b00182ab480",12,7,60,9,52,13,20
"634","5d786510dce93b00182ab480",13,26,89,15,56,7,20
"635","5d786510dce93b00182ab480",14,13,69,39,58,10,20
"636","5d786510dce93b00182ab480",15,27,48,53,75,20,20
"637","5d786510dce93b00182ab480",16,10,66,5,47,6,20
"638","5d786510dce93b00182ab480",17,30,55,66,85,18,20
"639","5d786510dce93b00182ab480",18,24,72,9,57,8,20
"640","5d786510dce93b00182ab480",19,8,61,12,51,5,20
"641","5d786510dce93b00182ab480",20,20,68,14,55,26,20
"642","5d786510dce93b00182ab480",21,21,47,16,51,5,20
"643","5d786510dce93b00182ab480",22,25,62,27,69,11,20
"644","5d786510dce93b00182ab480",23,1,80,52,78,30,20
"645","5d786510dce93b00182ab480",24,19,38,6,38,6,20
"646","5d786510dce93b00182ab480",25,9,66,24,63,22,20
"647","5d786510dce93b00182ab480",26,15,83,14,89,19,20
"648","5d786510dce93b00182ab480",27,12,76,26,60,23,20
"649","5d786510dce93b00182ab480",28,5,76,6,63,14,20
"650","5d786510dce93b00182ab480",29,31,75,77,93,41,20
"651","5d786510dce93b00182ab480",30,17,87,47,82,23,20
"652","5dabd2828a78c7001c59eb82",0,30,0,0,97,4,21
"653","5dabd2828a78c7001c59eb82",1,5,96,10,98,11,21
"654","5dabd2828a78c7001c59eb82",2,23,56,71,50,66,21
"655","5dabd2828a78c7001c59eb82",3,8,95,41,93,4,21
"656","5dabd2828a78c7001c59eb82",4,31,71,75,96,23,21
"657","5dabd2828a78c7001c59eb82",5,10,12,19,17,21,21
"658","5dabd2828a78c7001c59eb82",6,2,97,33,100,15,21
"659","5dabd2828a78c7001c59eb82",7,17,94,39,36,41,21
"660","5dabd2828a78c7001c59eb82",8,18,80,52,43,25,21
"661","5dabd2828a78c7001c59eb82",9,25,56,58,34,41,21
"662","5dabd2828a78c7001c59eb82",10,4,92,75,73,56,21
"663","5dabd2828a78c7001c59eb82",11,29,96,31,18,12,21
"664","5dabd2828a78c7001c59eb82",12,7,60,31,46,44,21
"665","5dabd2828a78c7001c59eb82",13,9,39,22,21,15,21
"666","5dabd2828a78c7001c59eb82",14,22,74,60,53,60,21
"667","5dabd2828a78c7001c59eb82",15,14,97,64,56,58,21
"668","5dabd2828a78c7001c59eb82",16,12,78,70,48,48,21
"669","5dabd2828a78c7001c59eb82",17,13,91,87,91,8,21
"670","5dabd2828a78c7001c59eb82",18,11,97,40,24,20,21
"671","5dabd2828a78c7001c59eb82",19,6,89,42,49,52,21
"672","5dabd2828a78c7001c59eb82",20,24,93,61,49,35,21
"673","5dabd2828a78c7001c59eb82",21,1,92,20,17,16,21
"674","5dabd2828a78c7001c59eb82",22,16,91,10,7,4,21
"675","5dabd2828a78c7001c59eb82",23,3,59,13,12,12,21
"676","5dabd2828a78c7001c59eb82",24,21,95,16,14,10,21
"677","5dabd2828a78c7001c59eb82",25,27,92,19,98,11,21
"678","5dabd2828a78c7001c59eb82",26,28,96,20,30,29,21
"679","5dabd2828a78c7001c59eb82",27,20,73,10,10,5,21
"680","5dabd2828a78c7001c59eb82",28,26,59,18,20,26,21
"681","5dabd2828a78c7001c59eb82",29,19,96,3,10,12,21
"682","5dabd2828a78c7001c59eb82",30,15,98,9,94,14,21
"683","5ddc4d6f11d494bb197b50c3",0,1,85,21,90,70,22
"684","5ddc4d6f11d494bb197b50c3",1,8,62,10,71,5,22
"685","5ddc4d6f11d494bb197b50c3",2,14,25,70,77,67,22
"686","5ddc4d6f11d494bb197b50c3",3,23,57,74,81,72,22
"687","5ddc4d6f11d494bb197b50c3",4,27,95,99,97,93,22
"688","5ddc4d6f11d494bb197b50c3",5,13,93,88,99,93,22
"689","5ddc4d6f11d494bb197b50c3",6,26,46,9,41,11,22
"690","5ddc4d6f11d494bb197b50c3",7,22,25,75,62,42,22
"691","5ddc4d6f11d494bb197b50c3",8,6,70,26,72,16,22
"692","5ddc4d6f11d494bb197b50c3",9,20,64,39,57,18,22
"693","5ddc4d6f11d494bb197b50c3",10,30,68,62,78,62,22
"694","5ddc4d6f11d494bb197b50c3",11,2,8,14,75,23,22
"695","5ddc4d6f11d494bb197b50c3",12,4,66,18,47,21,22
"696","5ddc4d6f11d494bb197b50c3",13,24,16,14,60,17,22
"697","5ddc4d6f11d494bb197b50c3",14,28,67,25,66,21,22
"698","5ddc4d6f11d494bb197b50c3",15,29,73,59,92,39,22
"699","5ddc4d6f11d494bb197b50c3",16,19,16,27,33,8,22
"700","5ddc4d6f11d494bb197b50c3",17,5,30,17,78,20,22
"701","5ddc4d6f11d494bb197b50c3",18,15,87,22,83,16,22
"702","5ddc4d6f11d494bb197b50c3",19,9,63,24,36,15,22
"703","5ddc4d6f11d494bb197b50c3",20,11,18,21,19,6,22
"704","5ddc4d6f11d494bb197b50c3",21,12,23,24,17,19,22
"705","5ddc4d6f11d494bb197b50c3",22,18,17,14,55,17,22
"706","5ddc4d6f11d494bb197b50c3",23,25,52,80,94,71,22
"707","5ddc4d6f11d494bb197b50c3",24,17,81,81,92,68,22
"708","5ddc4d6f11d494bb197b50c3",25,10,100,20,41,16,22
"709","5ddc4d6f11d494bb197b50c3",26,3,16,22,41,12,22
"710","5ddc4d6f11d494bb197b50c3",27,16,19,8,24,18,22
"711","5ddc4d6f11d494bb197b50c3",28,31,53,13,61,12,22
"712","5ddc4d6f11d494bb197b50c3",29,21,52,17,61,16,22
"713","5ddc4d6f11d494bb197b50c3",30,7,76,55,80,22,22
"716","5e837e917441520b9c662931",0,24,97,1,98,1,23
"717","5e837e917441520b9c662931",1,15,51,0,98,38,23
"718","5e837e917441520b9c662931",2,20,24,3,95,2,23
"719","5e837e917441520b9c662931",3,27,87,42,100,15,23
"720","5e837e917441520b9c662931",4,6,85,13,91,4,23
"721","5e837e917441520b9c662931",5,30,34,73,98,2,23
"722","5e837e917441520b9c662931",6,25,83,48,100,53,23
"723","5e837e917441520b9c662931",7,4,51,4,90,4,23
"724","5e837e917441520b9c662931",8,11,99,14,98,10,23
"725","5e837e917441520b9c662931",9,1,51,84,99,18,23
"726","5e837e917441520b9c662931",10,22,57,60,98,4,23
"727","5e837e917441520b9c662931",11,7,98,14,98,4,23
"728","5e837e917441520b9c662931",12,21,98,66,98,12,23
"729","5e837e917441520b9c662931",13,23,52,30,99,20,23
"730","5e837e917441520b9c662931",14,28,68,4,41,0,23
"731","5e837e917441520b9c662931",15,5,97,86,99,5,23
"732","5e837e917441520b9c662931",16,12,46,64,100,10,23
"733","5e837e917441520b9c662931",17,16,69,12,57,3,23
"734","5e837e917441520b9c662931",18,14,88,49,99,1,23
"735","5e837e917441520b9c662931",19,13,93,79,99,33,23
"736","5e837e917441520b9c662931",20,2,33,30,63,3,23
"737","5e837e917441520b9c662931",21,31,68,79,100,24,23
"738","5e837e917441520b9c662931",22,18,90,16,98,2,23
"739","5e837e917441520b9c662931",23,3,84,17,99,2,23
"740","5e837e917441520b9c662931",24,26,19,0,43,0,23
"741","5e837e917441520b9c662931",25,17,43,1,34,1,23
"742","5e837e917441520b9c662931",26,10,98,2,39,2,23
"743","5e837e917441520b9c662931",27,29,88,61,81,24,23
"744","5e837e917441520b9c662931",28,8,84,0,46,1,23
"745","5e837e917441520b9c662931",29,9,38,50,81,2,23
"746","5e837e917441520b9c662931",30,19,57,7,44,5,23
"747","5eb22ff102af573881a05cbf",0,2,68,10,90,14,24
"748","5eb22ff102af573881a05cbf",1,26,33,9,26,5,24
"749","5eb22ff102af573881a05cbf",2,5,52,12,85,51,24
"750","5eb22ff102af573881a05cbf",3,28,10,9,34,7,24
"751","5eb22ff102af573881a05cbf",4,14,60,12,74,19,24
"752","5eb22ff102af573881a05cbf",5,3,3,22,71,22,24
"753","5eb22ff102af573881a05cbf",6,9,12,18,64,21,24
"754","5eb22ff102af573881a05cbf",7,4,16,23,37,16,24
"755","5eb22ff102af573881a05cbf",8,6,12,14,37,23,24
"756","5eb22ff102af573881a05cbf",9,18,52,44,62,23,24
"757","5eb22ff102af573881a05cbf",10,24,91,33,76,24,24
"758","5eb22ff102af573881a05cbf",11,31,83,93,81,47,24
"759","5eb22ff102af573881a05cbf",12,29,83,52,80,36,24
"760","5eb22ff102af573881a05cbf",13,8,51,15,64,16,24
"761","5eb22ff102af573881a05cbf",14,30,89,84,65,45,24
"762","5eb22ff102af573881a05cbf",15,15,26,23,74,24,24
"763","5eb22ff102af573881a05cbf",16,22,21,36,21,23,24
"764","5eb22ff102af573881a05cbf",17,23,12,16,65,27,24
"765","5eb22ff102af573881a05cbf",18,17,36,67,67,28,24
"766","5eb22ff102af573881a05cbf",19,21,69,44,76,23,24
"767","5eb22ff102af573881a05cbf",20,1,99,75,99,69,24
"768","5eb22ff102af573881a05cbf",21,27,36,54,63,57,24
"769","5eb22ff102af573881a05cbf",22,7,15,56,39,42,24
"770","5eb22ff102af573881a05cbf",23,10,17,42,45,51,24
"771","5eb22ff102af573881a05cbf",24,20,48,40,24,19,24
"772","5eb22ff102af573881a05cbf",25,12,94,57,79,45,24
"773","5eb22ff102af573881a05cbf",26,19,42,33,67,32,24
"774","5eb22ff102af573881a05cbf",27,11,98,63,79,26,24
"775","5eb22ff102af573881a05cbf",28,16,75,50,62,26,24
"776","5eb22ff102af573881a05cbf",29,25,52,46,75,54,24
"777","5eb22ff102af573881a05cbf",30,13,11,52,60,37,24
"778","5ebb4e079797f9127c0f03ab",0,29,63,24,91,8,25
"779","5ebb4e079797f9127c0f03ab",1,6,35,5,93,6,25
"780","5ebb4e079797f9127c0f03ab",2,11,76,5,83,8,25
"781","5ebb4e079797f9127c0f03ab",3,22,86,6,84,2,25
"782","5ebb4e079797f9127c0f03ab",4,9,70,5,79,3,25
"783","5ebb4e079797f9127c0f03ab",5,3,25,2,91,3,25
"784","5ebb4e079797f9127c0f03ab",6,7,78,3,73,2,25
"785","5ebb4e079797f9127c0f03ab",7,1,94,3,89,3,25
"786","5ebb4e079797f9127c0f03ab",8,14,78,17,88,3,25
"787","5ebb4e079797f9127c0f03ab",9,17,10,4,84,3,25
"788","5ebb4e079797f9127c0f03ab",10,24,66,2,63,3,25
"789","5ebb4e079797f9127c0f03ab",11,4,62,2,62,0,25
"790","5ebb4e079797f9127c0f03ab",12,5,16,1,84,1,25
"791","5ebb4e079797f9127c0f03ab",13,16,57,2,76,0,25
"792","5ebb4e079797f9127c0f03ab",14,2,75,2,93,1,25
"793","5ebb4e079797f9127c0f03ab",15,15,89,1,92,1,25
"794","5ebb4e079797f9127c0f03ab",16,28,81,2,80,2,25
"795","5ebb4e079797f9127c0f03ab",17,10,69,1,73,1,25
"796","5ebb4e079797f9127c0f03ab",18,13,93,1,90,6,25
"797","5ebb4e079797f9127c0f03ab",19,25,89,1,95,9,25
"798","5ebb4e079797f9127c0f03ab",20,31,95,23,82,8,25
"799","5ebb4e079797f9127c0f03ab",21,21,92,1,94,2,25
"800","5ebb4e079797f9127c0f03ab",22,12,82,1,74,1,25
"801","5ebb4e079797f9127c0f03ab",23,26,58,0,55,2,25
"802","5ebb4e079797f9127c0f03ab",24,18,86,3,75,2,25
"803","5ebb4e079797f9127c0f03ab",25,8,74,1,74,2,25
"804","5ebb4e079797f9127c0f03ab",26,27,59,2,80,2,25
"805","5ebb4e079797f9127c0f03ab",27,19,93,2,91,1,25
"806","5ebb4e079797f9127c0f03ab",28,20,42,0,59,2,25
"807","5ebb4e079797f9127c0f03ab",29,30,89,55,87,4,25
"808","5ebb4e079797f9127c0f03ab",30,23,82,3,88,2,25
"809","5eea591930ca5f0ddaa75a7f",0,22,32,20,21,14,26
"810","5eea591930ca5f0ddaa75a7f",1,2,93,65,70,49,26
"811","5eea591930ca5f0ddaa75a7f",2,5,74,83,92,40,26
"812","5eea591930ca5f0ddaa75a7f",3,21,98,60,88,64,26
"813","5eea591930ca5f0ddaa75a7f",4,4,26,76,74,69,26
"814","5eea591930ca5f0ddaa75a7f",5,3,56,71,74,34,26
"815","5eea591930ca5f0ddaa75a7f",6,18,85,43,72,70,26
"816","5eea591930ca5f0ddaa75a7f",7,23,93,79,82,47,26
"817","5eea591930ca5f0ddaa75a7f",8,27,27,70,99,62,26
"818","5eea591930ca5f0ddaa75a7f",9,1,91,89,97,80,26
"819","5eea591930ca5f0ddaa75a7f",10,13,86,58,72,33,26
"820","5eea591930ca5f0ddaa75a7f",11,10,80,63,84,73,26
"821","5eea591930ca5f0ddaa75a7f",12,25,68,67,88,56,26
"822","5eea591930ca5f0ddaa75a7f",13,28,59,73,66,38,26
"823","5eea591930ca5f0ddaa75a7f",14,24,29,59,63,20,26
"824","5eea591930ca5f0ddaa75a7f",15,29,73,34,77,43,26
"825","5eea591930ca5f0ddaa75a7f",16,15,96,75,98,44,26
"826","5eea591930ca5f0ddaa75a7f",17,11,9,51,72,29,26
"827","5eea591930ca5f0ddaa75a7f",18,8,96,29,62,28,26
"828","5eea591930ca5f0ddaa75a7f",19,16,86,39,75,64,26
"829","5eea591930ca5f0ddaa75a7f",20,20,18,60,80,57,26
"830","5eea591930ca5f0ddaa75a7f",21,7,89,48,88,39,26
"831","5eea591930ca5f0ddaa75a7f",22,6,85,33,95,21,26
"832","5eea591930ca5f0ddaa75a7f",23,9,77,52,82,71,26
"833","5eea591930ca5f0ddaa75a7f",24,31,69,42,66,26,26
"834","5eea591930ca5f0ddaa75a7f",25,12,76,47,70,33,26
"835","5eea591930ca5f0ddaa75a7f",26,19,12,65,69,65,26
"836","5eea591930ca5f0ddaa75a7f",27,30,70,48,70,31,26
"837","5eea591930ca5f0ddaa75a7f",28,26,78,34,55,12,26
"838","5eea591930ca5f0ddaa75a7f",29,17,83,77,80,38,26
"839","5eea591930ca5f0ddaa75a7f",30,14,23,40,82,16,26
"840","5f356e8b725d18529807d33c",0,19,48,1,93,9,27
"841","5f356e8b725d18529807d33c",1,29,61,10,92,10,27
"842","5f356e8b725d18529807d33c",2,27,34,35,87,45,27
"843","5f356e8b725d18529807d33c",3,6,59,39,88,59,27
"844","5f356e8b725d18529807d33c",4,16,81,16,73,16,27
"845","5f356e8b725d18529807d33c",5,13,73,8,95,11,27
"846","5f356e8b725d18529807d33c",6,17,66,4,92,22,27
"847","5f356e8b725d18529807d33c",7,30,43,7,85,16,27
"848","5f356e8b725d18529807d33c",8,11,53,9,96,18,27
"849","5f356e8b725d18529807d33c",9,5,77,14,84,18,27
"850","5f356e8b725d18529807d33c",10,21,89,46,96,39,27
"851","5f356e8b725d18529807d33c",11,24,74,6,89,21,27
"852","5f356e8b725d18529807d33c",12,7,50,8,91,13,27
"853","5f356e8b725d18529807d33c",13,18,65,18,94,15,27
"854","5f356e8b725d18529807d33c",14,15,70,47,95,42,27
"855","5f356e8b725d18529807d33c",15,25,85,69,89,45,27
"856","5f356e8b725d18529807d33c",16,3,53,9,77,9,27
"857","5f356e8b725d18529807d33c",17,26,83,12,84,9,27
"858","5f356e8b725d18529807d33c",18,2,47,14,80,24,27
"859","5f356e8b725d18529807d33c",19,4,35,4,73,9,27
"860","5f356e8b725d18529807d33c",20,31,52,8,79,10,27
"861","5f356e8b725d18529807d33c",21,10,56,4,78,6,27
"862","5f356e8b725d18529807d33c",22,23,58,15,86,8,27
"863","5f356e8b725d18529807d33c",23,9,59,11,78,8,27
"864","5f356e8b725d18529807d33c",24,12,67,19,89,8,27
"865","5f356e8b725d18529807d33c",25,28,51,19,92,18,27
"866","5f356e8b725d18529807d33c",26,1,59,10,83,21,27
"867","5f356e8b725d18529807d33c",27,8,73,6,84,11,27
"868","5f356e8b725d18529807d33c",28,14,51,10,80,6,27
"869","5f356e8b725d18529807d33c",29,20,49,11,87,14,27
