subject,scenario,trial_number,physical,document,witness,character
627fddf569e6e6e6806b15f7,31,17,clear_in,none,clear_in,clear_ex
627fddf569e6e6e6806b15f7,25,18,clear_in,ambiguous,none,clear_in
627fddf569e6e6e6806b15f7,19,19,clear_in,clear_in,clear_ex,none
627fddf569e6e6e6806b15f7,24,20,none,ambiguous,clear_in,clear_in
627fddf569e6e6e6806b15f7,16,21,clear_in,clear_in,ambiguous,none
627fddf569e6e6e6806b15f7,26,22,ambiguous,clear_in,none,clear_ex
627fddf569e6e6e6806b15f7,1,23,clear_in,clear_ex,none,none
627fddf569e6e6e6806b15f7,7,24,clear_in,ambiguous,clear_in,clear_in
627fddf569e6e6e6806b15f7,9,25,clear_ex,clear_in,clear_ex,clear_in
627fddf569e6e6e6806b15f7,13,26,clear_in,clear_ex,clear_in,none
627fddf569e6e6e6806b15f7,4,27,clear_in,clear_in,none,none
627fddf569e6e6e6806b15f7,14,28,clear_ex,clear_in,ambiguous,none
627fddf569e6e6e6806b15f7,11,29,clear_in,none,clear_ex,clear_in
627fddf569e6e6e6806b15f7,5,30,clear_in,clear_in,clear_ex,clear_ex
5b85698ddfd21300017c2ee0,3,0,clear_in,ambiguous,none,clear_in
5b85698ddfd21300017c2ee0,25,1,clear_in,none,clear_in,none
5b85698ddfd21300017c2ee0,15,2,none,clear_in,clear_in,none
5b85698ddfd21300017c2ee0,13,3,clear_in,none,none,clear_in
5b85698ddfd21300017c2ee0,27,4,none,clear_ex,clear_in,none
5b85698ddfd21300017c2ee0,19,5,clear_in,ambiguous,clear_ex,clear_ex
5b85698ddfd21300017c2ee0,12,6,clear_in,clear_in,clear_ex,none
5b85698ddfd21300017c2ee0,26,7,none,clear_in,clear_ex,none
5b85698ddfd21300017c2ee0,7,8,ambiguous,ambiguous,clear_in,clear_in
5b85698ddfd21300017c2ee0,31,9,none,ambiguous,clear_in,none
5b85698ddfd21300017c2ee0,14,10,ambiguous,clear_in,clear_ex,clear_in
5b85698ddfd21300017c2ee0,21,11,none,clear_in,clear_in,clear_ex
5b85698ddfd21300017c2ee0,23,12,ambiguous,clear_in,ambiguous,none
5b85698ddfd21300017c2ee0,4,13,clear_ex,clear_in,clear_ex,clear_in
5b85698ddfd21300017c2ee0,30,14,clear_in,clear_ex,clear_in,clear_ex
5b85698ddfd21300017c2ee0,18,15,clear_in,clear_in,clear_ex,clear_in
5b85698ddfd21300017c2ee0,8,16,clear_ex,clear_in,clear_in,none
5b85698ddfd21300017c2ee0,24,17,ambiguous,none,clear_in,none
5b85698ddfd21300017c2ee0,17,18,clear_ex,clear_in,clear_in,clear_in
5b85698ddfd21300017c2ee0,11,19,clear_ex,none,clear_in,none
5b85698ddfd21300017c2ee0,16,20,ambiguous,clear_in,clear_in,none
5b85698ddfd21300017c2ee0,20,21,clear_in,clear_in,none,clear_in
5b85698ddfd21300017c2ee0,9,22,ambiguous,clear_in,ambiguous,clear_in
5b85698ddfd21300017c2ee0,6,23,clear_in,ambiguous,clear_ex,none
5b85698ddfd21300017c2ee0,5,24,none,none,clear_in,none
5b85698ddfd21300017c2ee0,28,25,clear_ex,clear_in,ambiguous,clear_in
5b85698ddfd21300017c2ee0,29,26,ambiguous,clear_in,clear_ex,clear_ex
5b85698ddfd21300017c2ee0,22,27,clear_in,clear_in,none,clear_ex
5b85698ddfd21300017c2ee0,1,28,ambiguous,none,clear_in,clear_ex
5b85698ddfd21300017c2ee0,2,29,clear_ex,none,clear_in,clear_in
5b85698ddfd21300017c2ee0,10,30,clear_in,none,ambiguous,none
6365b83b80397324720dc562,27,0,clear_in,clear_in,clear_ex,clear_in
6365b83b80397324720dc562,5,1,clear_in,ambiguous,clear_ex,none
6365b83b80397324720dc562,29,2,ambiguous,clear_in,clear_in,clear_in
6365b83b80397324720dc562,30,3,clear_ex,clear_in,clear_ex,clear_in
6365b83b80397324720dc562,4,4,none,clear_in,none,none
6365b83b80397324720dc562,1,5,ambiguous,clear_in,none,clear_ex
6365b83b80397324720dc562,26,6,none,none,clear_in,clear_ex
6365b83b80397324720dc562,25,7,clear_in,clear_ex,none,none
6365b83b80397324720dc562,22,8,ambiguous,clear_ex,clear_in,clear_ex
6365b83b80397324720dc562,9,9,clear_in,none,ambiguous,none
6365b83b80397324720dc562,20,10,none,clear_in,ambiguous,none
6365b83b80397324720dc562,18,11,clear_in,none,clear_in,clear_in
6365b83b80397324720dc562,7,12,clear_in,ambiguous,clear_in,clear_in
6365b83b80397324720dc562,28,13,none,clear_ex,clear_in,clear_in
6365b83b80397324720dc562,14,14,clear_ex,clear_in,clear_in,none
6365b83b80397324720dc562,21,15,ambiguous,ambiguous,clear_in,none
6365b83b80397324720dc562,23,16,clear_in,clear_ex,none,clear_in
6365b83b80397324720dc562,24,17,none,clear_in,clear_in,clear_in
6365b83b80397324720dc562,13,18,clear_ex,none,clear_in,none
6365b83b80397324720dc562,11,19,clear_in,ambiguous,none,clear_in
6365b83b80397324720dc562,8,20,none,clear_in,ambiguous,clear_in
6365b83b80397324720dc562,31,21,none,none,clear_in,none
6365b83b80397324720dc562,10,22,none,ambiguous,clear_in,none
6365b83b80397324720dc562,6,23,clear_in,clear_in,none,none
6365b83b80397324720dc562,19,24,clear_ex,clear_ex,clear_in,clear_in
6365b83b80397324720dc562,2,25,clear_ex,clear_in,none,clear_in
6365b83b80397324720dc562,16,26,ambiguous,clear_in,ambiguous,clear_ex
6365b83b80397324720dc562,3,27,clear_in,clear_ex,ambiguous,clear_ex
6365b83b80397324720dc562,17,28,ambiguous,clear_in,ambiguous,none
6365b83b80397324720dc562,12,29,clear_in,none,clear_ex,clear_in
6365b83b80397324720dc562,15,30,ambiguous,clear_in,none,none
5f7514ff19c40e188cc4f70c,26,0,ambiguous,clear_in,clear_in,clear_ex
5f7514ff19c40e188cc4f70c,4,1,clear_ex,ambiguous,clear_in,none
5f7514ff19c40e188cc4f70c,20,2,clear_ex,clear_in,ambiguous,clear_ex
5f7514ff19c40e188cc4f70c,11,3,ambiguous,ambiguous,clear_in,none
5f7514ff19c40e188cc4f70c,14,4,clear_in,ambiguous,clear_in,none
5f7514ff19c40e188cc4f70c,17,5,clear_in,none,ambiguous,clear_in
5f7514ff19c40e188cc4f70c,25,6,clear_ex,none,clear_in,none
5f7514ff19c40e188cc4f70c,6,7,none,clear_in,ambiguous,clear_ex
5f7514ff19c40e188cc4f70c,27,8,ambiguous,clear_in,clear_in,clear_in
5f7514ff19c40e188cc4f70c,21,9,clear_in,clear_in,clear_in,none
5f7514ff19c40e188cc4f70c,15,10,ambiguous,clear_in,clear_in,none
5f7514ff19c40e188cc4f70c,8,11,clear_in,clear_ex,clear_ex,clear_in
5f7514ff19c40e188cc4f70c,7,12,clear_in,none,clear_ex,none
5f7514ff19c40e188cc4f70c,30,13,clear_in,clear_in,clear_ex,clear_in
5f7514ff19c40e188cc4f70c,19,14,ambiguous,none,clear_in,clear_in
5f7514ff19c40e188cc4f70c,22,15,clear_ex,clear_in,none,clear_in
5f7514ff19c40e188cc4f70c,31,16,clear_ex,clear_in,ambiguous,none
5f7514ff19c40e188cc4f70c,3,17,clear_in,none,none,none
5f7514ff19c40e188cc4f70c,5,18,none,clear_in,none,clear_in
5f7514ff19c40e188cc4f70c,24,19,ambiguous,none,clear_in,clear_ex
5f7514ff19c40e188cc4f70c,28,20,none,clear_in,none,clear_ex
5f7514ff19c40e188cc4f70c,18,21,clear_ex,ambiguous,clear_in,clear_in
5f7514ff19c40e188cc4f70c,13,22,clear_in,clear_in,none,clear_ex
5f7514ff19c40e188cc4f70c,10,23,ambiguous,clear_in,none,none
5f7514ff19c40e188cc4f70c,2,24,clear_in,clear_in,ambiguous,none
5f7514ff19c40e188cc4f70c,29,25,clear_in,none,ambiguous,none
5f7514ff19c40e188cc4f70c,16,26,clear_in,ambiguous,ambiguous,clear_in
5f7514ff19c40e188cc4f70c,1,27,none,ambiguous,clear_in,clear_in
5f7514ff19c40e188cc4f70c,23,28,clear_in,none,ambiguous,clear_ex
5f7514ff19c40e188cc4f70c,12,29,clear_in,ambiguous,none,none
5f7514ff19c40e188cc4f70c,9,30,clear_in,clear_ex,ambiguous,clear_in
5b9b09660611410001065316,22,0,clear_in,clear_ex,clear_in,none
5b9b09660611410001065316,2,1,ambiguous,clear_in,ambiguous,clear_in
5b9b09660611410001065316,5,2,clear_in,none,clear_in,clear_ex
5b9b09660611410001065316,24,3,clear_ex,ambiguous,clear_in,clear_in
5b9b09660611410001065316,23,4,none,clear_in,clear_ex,none
5b9b09660611410001065316,9,5,clear_ex,clear_in,ambiguous,clear_in
5b9b09660611410001065316,17,6,clear_in,clear_ex,clear_in,clear_in
5b9b09660611410001065316,8,7,clear_in,clear_ex,none,clear_in
5b9b09660611410001065316,21,8,clear_in,none,clear_ex,clear_in
5b9b09660611410001065316,27,9,clear_ex,clear_in,clear_in,clear_in
5b9b09660611410001065316,12,10,none,clear_in,clear_in,none
5b9b09660611410001065316,13,11,clear_ex,clear_in,ambiguous,none
5b9b09660611410001065316,3,12,none,clear_in,clear_ex,clear_in
5b9b09660611410001065316,30,13,clear_in,ambiguous,clear_ex,clear_in
5b9b09660611410001065316,20,14,ambiguous,clear_ex,clear_in,clear_in
5b9b09660611410001065316,14,15,clear_in,clear_ex,ambiguous,clear_ex
5b9b09660611410001065316,18,16,none,clear_ex,clear_in,none
5b9b09660611410001065316,19,17,clear_in,ambiguous,clear_ex,none
5b9b09660611410001065316,28,18,none,clear_in,clear_in,clear_in
5b9b09660611410001065316,11,19,clear_in,ambiguous,clear_ex,clear_ex
5b9b09660611410001065316,31,20,clear_in,ambiguous,none,clear_in
5b9b09660611410001065316,29,21,clear_ex,ambiguous,clear_in,clear_ex
5b9b09660611410001065316,7,22,clear_in,clear_in,none,clear_in
5b9b09660611410001065316,1,23,clear_in,none,none,clear_in
5b9b09660611410001065316,10,24,clear_ex,clear_in,none,clear_in
5b9b09660611410001065316,25,25,clear_in,none,ambiguous,clear_in
5b9b09660611410001065316,6,26,clear_in,ambiguous,clear_in,clear_ex
5b9b09660611410001065316,15,27,ambiguous,ambiguous,clear_in,clear_ex
5b9b09660611410001065316,4,28,none,clear_in,ambiguous,none
5b9b09660611410001065316,26,29,ambiguous,clear_ex,clear_in,clear_ex
5b9b09660611410001065316,16,30,clear_in,none,ambiguous,none
613aad30bcfed65155a026ec,10,0,clear_in,ambiguous,ambiguous,clear_ex
613aad30bcfed65155a026ec,19,1,clear_in,ambiguous,clear_in,clear_in
613aad30bcfed65155a026ec,6,2,ambiguous,ambiguous,clear_in,clear_ex
613aad30bcfed65155a026ec,5,3,ambiguous,clear_in,clear_in,none
613aad30bcfed65155a026ec,30,4,clear_in,clear_in,ambiguous,clear_ex
613aad30bcfed65155a026ec,8,5,clear_in,clear_in,none,none
613aad30bcfed65155a026ec,21,6,none,clear_in,none,clear_in
613aad30bcfed65155a026ec,20,7,ambiguous,clear_in,none,none
613aad30bcfed65155a026ec,2,8,clear_ex,clear_in,clear_ex,clear_in
613aad30bcfed65155a026ec,17,9,ambiguous,clear_in,clear_in,clear_in
613aad30bcfed65155a026ec,24,10,none,clear_in,ambiguous,clear_in
613aad30bcfed65155a026ec,13,11,clear_ex,clear_in,clear_in,none
613aad30bcfed65155a026ec,1,12,ambiguous,clear_in,ambiguous,clear_in
613aad30bcfed65155a026ec,12,13,ambiguous,none,clear_in,clear_ex
613aad30bcfed65155a026ec,28,14,clear_in,ambiguous,ambiguous,clear_in
613aad30bcfed65155a026ec,4,15,ambiguous,clear_in,none,clear_ex
613aad30bcfed65155a026ec,31,16,ambiguous,clear_in,none,clear_in
613aad30bcfed65155a026ec,3,17,ambiguous,clear_in,ambiguous,none
613aad30bcfed65155a026ec,16,18,none,ambiguous,clear_in,none
613aad30bcfed65155a026ec,11,19,clear_ex,clear_in,clear_in,clear_ex
613aad30bcfed65155a026ec,7,20,clear_ex,clear_in,clear_in,clear_in
613aad30bcfed65155a026ec,26,21,clear_in,none,clear_ex,clear_in
613aad30bcfed65155a026ec,14,22,clear_in,clear_ex,none,none
613aad30bcfed65155a026ec,27,23,ambiguous,none,clear_in,clear_in
613aad30bcfed65155a026ec,18,24,clear_in,clear_in,clear_in,clear_in
613aad30bcfed65155a026ec,22,25,clear_in,clear_ex,ambiguous,clear_ex
613aad30bcfed65155a026ec,23,26,clear_ex,clear_in,ambiguous,clear_ex
613aad30bcfed65155a026ec,29,27,clear_ex,clear_in,ambiguous,none
613aad30bcfed65155a026ec,25,28,none,clear_in,clear_in,clear_in
613aad30bcfed65155a026ec,15,29,clear_in,clear_in,clear_in,clear_ex
613aad30bcfed65155a026ec,9,30,clear_in,clear_in,none,clear_ex
5fb96b9798cd084465b0bf36,24,0,clear_in,none,clear_in,none
5fb96b9798cd084465b0bf36,21,1,clear_in,clear_ex,clear_in,none
5fb96b9798cd084465b0bf36,23,2,ambiguous,clear_in,none,clear_ex
5fb96b9798cd084465b0bf36,13,3,clear_in,ambiguous,clear_in,clear_in
5fb96b9798cd084465b0bf36,1,4,clear_in,ambiguous,ambiguous,clear_in
5fb96b9798cd084465b0bf36,28,5,clear_ex,clear_in,ambiguous,none
5fb96b9798cd084465b0bf36,26,6,ambiguous,clear_in,ambiguous,clear_ex
5fb96b9798cd084465b0bf36,19,7,clear_in,clear_ex,none,clear_in
5fb96b9798cd084465b0bf36,4,8,clear_in,none,clear_ex,none
5fb96b9798cd084465b0bf36,10,9,clear_ex,clear_in,clear_in,clear_ex
5fb96b9798cd084465b0bf36,27,10,clear_in,ambiguous,none,none
5fb96b9798cd084465b0bf36,3,11,clear_in,clear_ex,ambiguous,clear_ex
5fb96b9798cd084465b0bf36,31,12,clear_in,ambiguous,ambiguous,none
5fb96b9798cd084465b0bf36,22,13,clear_in,clear_ex,clear_in,clear_ex
5fb96b9798cd084465b0bf36,11,14,none,ambiguous,clear_in,clear_in
5fb96b9798cd084465b0bf36,17,15,clear_ex,clear_in,clear_in,clear_in
5fb96b9798cd084465b0bf36,29,16,clear_ex,clear_in,ambiguous,clear_in
5fb96b9798cd084465b0bf36,6,17,none,ambiguous,clear_in,none
5fb96b9798cd084465b0bf36,8,18,ambiguous,clear_in,clear_ex,clear_in
5fb96b9798cd084465b0bf36,7,19,ambiguous,ambiguous,clear_in,none
5fb96b9798cd084465b0bf36,12,20,clear_ex,ambiguous,clear_in,none
5fb96b9798cd084465b0bf36,20,21,none,clear_in,ambiguous,clear_ex
5fb96b9798cd084465b0bf36,16,22,none,clear_in,ambiguous,clear_in
5fb96b9798cd084465b0bf36,14,23,clear_in,clear_in,clear_in,clear_in
5fb96b9798cd084465b0bf36,2,24,ambiguous,clear_in,none,clear_in
5fb96b9798cd084465b0bf36,18,25,clear_ex,clear_in,none,clear_in
5fb96b9798cd084465b0bf36,15,26,ambiguous,clear_in,clear_ex,clear_ex
5fb96b9798cd084465b0bf36,9,27,clear_in,clear_ex,none,none
5fb96b9798cd084465b0bf36,30,28,clear_ex,clear_in,none,none
5fb96b9798cd084465b0bf36,5,29,clear_in,ambiguous,clear_ex,clear_in
5fb96b9798cd084465b0bf36,25,30,none,ambiguous,clear_in,clear_ex
61560db6a537f0c454b23db0,30,0,ambiguous,clear_in,clear_in,clear_in
61560db6a537f0c454b23db0,11,1,clear_in,clear_in,none,clear_in
61560db6a537f0c454b23db0,29,2,none,clear_in,none,clear_ex
61560db6a537f0c454b23db0,20,3,clear_in,clear_in,clear_in,clear_in
61560db6a537f0c454b23db0,28,4,ambiguous,clear_in,clear_in,none
61560db6a537f0c454b23db0,24,5,clear_in,clear_ex,ambiguous,none
61560db6a537f0c454b23db0,14,6,none,clear_in,ambiguous,clear_in
61560db6a537f0c454b23db0,12,7,ambiguous,clear_ex,clear_in,clear_in
61560db6a537f0c454b23db0,31,8,none,clear_ex,clear_in,none
61560db6a537f0c454b23db0,4,9,clear_in,clear_in,clear_ex,clear_ex
61560db6a537f0c454b23db0,6,10,clear_in,none,clear_ex,none
61560db6a537f0c454b23db0,16,11,clear_in,ambiguous,clear_ex,clear_ex
61560db6a537f0c454b23db0,1,12,clear_in,clear_ex,none,clear_in
61560db6a537f0c454b23db0,7,13,clear_in,clear_in,ambiguous,clear_ex
61560db6a537f0c454b23db0,21,14,none,none,clear_in,clear_in
61560db6a537f0c454b23db0,5,15,clear_ex,ambiguous,clear_in,none
61560db6a537f0c454b23db0,22,16,none,none,clear_in,none
61560db6a537f0c454b23db0,3,17,ambiguous,none,clear_in,none
61560db6a537f0c454b23db0,13,18,clear_in,clear_ex,none,none
61560db6a537f0c454b23db0,25,19,clear_ex,clear_in,clear_ex,clear_in
61560db6a537f0c454b23db0,17,20,clear_in,clear_in,clear_ex,clear_in
61560db6a537f0c454b23db0,19,21,clear_ex,clear_in,clear_in,none
61560db6a537f0c454b23db0,9,22,ambiguous,none,clear_in,clear_in
61560db6a537f0c454b23db0,26,23,clear_in,ambiguous,ambiguous,none
61560db6a537f0c454b23db0,8,24,clear_ex,none,clear_in,clear_in
61560db6a537f0c454b23db0,15,25,none,ambiguous,clear_in,clear_ex
61560db6a537f0c454b23db0,23,26,clear_in,clear_ex,clear_in,clear_in
61560db6a537f0c454b23db0,10,27,ambiguous,clear_in,ambiguous,clear_in
61560db6a537f0c454b23db0,27,28,clear_in,clear_ex,clear_in,none
61560db6a537f0c454b23db0,2,29,clear_in,none,clear_in,clear_ex
61560db6a537f0c454b23db0,18,30,clear_in,none,ambiguous,clear_in
63767a851344bd887e00249e,2,0,none,clear_in,ambiguous,none
63767a851344bd887e00249e,17,1,none,ambiguous,clear_in,clear_in
63767a851344bd887e00249e,18,2,clear_in,ambiguous,clear_ex,clear_ex
63767a851344bd887e00249e,15,3,clear_in,clear_in,clear_in,none
63767a851344bd887e00249e,25,4,ambiguous,none,clear_in,none
63767a851344bd887e00249e,26,5,ambiguous,none,clear_in,clear_ex
63767a851344bd887e00249e,31,6,ambiguous,clear_in,none,none
63767a851344bd887e00249e,8,7,ambiguous,clear_in,none,clear_ex
63767a851344bd887e00249e,22,8,none,clear_in,clear_in,clear_ex
63767a851344bd887e00249e,28,9,none,none,clear_in,clear_in
63767a851344bd887e00249e,23,10,clear_in,none,ambiguous,none
63767a851344bd887e00249e,29,11,clear_ex,none,clear_in,clear_in
63767a851344bd887e00249e,14,12,clear_in,clear_ex,none,clear_in
63767a851344bd887e00249e,27,13,clear_ex,clear_in,clear_in,clear_in
63767a851344bd887e00249e,4,14,clear_in,none,clear_ex,none
63767a851344bd887e00249e,11,15,clear_in,ambiguous,none,clear_in
63767a851344bd887e00249e,30,16,ambiguous,ambiguous,clear_in,none
63767a851344bd887e00249e,12,17,clear_in,clear_in,ambiguous,clear_in
63767a851344bd887e00249e,24,18,clear_in,ambiguous,clear_in,clear_in
63767a851344bd887e00249e,5,19,none,clear_ex,clear_in,none
63767a851344bd887e00249e,13,20,none,clear_in,none,none
63767a851344bd887e00249e,9,21,clear_in,none,clear_in,clear_ex
63767a851344bd887e00249e,20,22,clear_in,clear_ex,clear_in,none
63767a851344bd887e00249e,7,23,clear_ex,clear_in,clear_in,none
63767a851344bd887e00249e,1,24,clear_in,none,none,clear_in
63767a851344bd887e00249e,6,25,ambiguous,none,clear_in,clear_in
63767a851344bd887e00249e,19,26,none,clear_in,ambiguous,clear_ex
63767a851344bd887e00249e,16,27,clear_in,clear_in,clear_ex,clear_ex
63767a851344bd887e00249e,21,28,clear_in,ambiguous,clear_ex,clear_in
63767a851344bd887e00249e,10,29,none,ambiguous,clear_in,clear_ex
63767a851344bd887e00249e,3,30,ambiguous,clear_in,none,clear_in
55a43c83fdf99b02ff6cb0aa,15,0,clear_ex,none,clear_in,clear_in
55a43c83fdf99b02ff6cb0aa,17,1,ambiguous,none,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,26,2,clear_ex,clear_ex,clear_in,clear_in
55a43c83fdf99b02ff6cb0aa,11,3,ambiguous,clear_ex,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,14,4,clear_in,clear_in,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,30,5,clear_in,clear_ex,ambiguous,none
55a43c83fdf99b02ff6cb0aa,8,6,clear_ex,clear_in,ambiguous,clear_in
55a43c83fdf99b02ff6cb0aa,21,7,clear_in,ambiguous,clear_ex,clear_ex
55a43c83fdf99b02ff6cb0aa,19,8,clear_in,none,none,clear_in
55a43c83fdf99b02ff6cb0aa,23,9,clear_in,ambiguous,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,25,10,ambiguous,ambiguous,clear_in,none
55a43c83fdf99b02ff6cb0aa,16,11,clear_in,clear_ex,clear_in,none
55a43c83fdf99b02ff6cb0aa,31,12,clear_in,ambiguous,none,none
55a43c83fdf99b02ff6cb0aa,24,13,ambiguous,none,clear_in,clear_in
55a43c83fdf99b02ff6cb0aa,29,14,clear_ex,clear_in,ambiguous,clear_ex
55a43c83fdf99b02ff6cb0aa,28,15,clear_in,clear_in,clear_ex,clear_in
55a43c83fdf99b02ff6cb0aa,5,16,none,clear_in,clear_in,none
55a43c83fdf99b02ff6cb0aa,22,17,clear_ex,clear_in,none,clear_in
55a43c83fdf99b02ff6cb0aa,12,18,none,clear_in,clear_in,clear_in
55a43c83fdf99b02ff6cb0aa,7,19,clear_in,none,none,clear_ex
55a43c83fdf99b02ff6cb0aa,2,20,clear_ex,clear_in,none,none
55a43c83fdf99b02ff6cb0aa,3,21,clear_ex,clear_in,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,10,22,ambiguous,clear_in,clear_ex,clear_in
55a43c83fdf99b02ff6cb0aa,13,23,none,clear_in,clear_in,clear_ex
55a43c83fdf99b02ff6cb0aa,1,24,clear_in,ambiguous,none,clear_ex
55a43c83fdf99b02ff6cb0aa,6,25,none,ambiguous,clear_in,clear_in
55a43c83fdf99b02ff6cb0aa,4,26,none,clear_in,none,clear_in
55a43c83fdf99b02ff6cb0aa,9,27,clear_ex,ambiguous,clear_in,none
55a43c83fdf99b02ff6cb0aa,20,28,clear_in,clear_ex,clear_ex,clear_in
55a43c83fdf99b02ff6cb0aa,27,29,none,clear_ex,clear_in,none
55a43c83fdf99b02ff6cb0aa,18,30,ambiguous,clear_in,clear_ex,clear_ex
6316212c1109a3b1bac89fe6,3,0,ambiguous,clear_in,none,clear_in
6316212c1109a3b1bac89fe6,19,1,clear_in,ambiguous,none,none
6316212c1109a3b1bac89fe6,10,2,none,clear_in,clear_ex,clear_in
6316212c1109a3b1bac89fe6,23,3,clear_ex,clear_in,clear_in,clear_ex
6316212c1109a3b1bac89fe6,2,4,clear_ex,clear_ex,clear_in,clear_in
6316212c1109a3b1bac89fe6,15,5,clear_in,ambiguous,clear_ex,clear_ex
6316212c1109a3b1bac89fe6,20,6,clear_in,clear_in,clear_in,clear_ex
6316212c1109a3b1bac89fe6,1,7,ambiguous,clear_in,clear_in,clear_ex
6316212c1109a3b1bac89fe6,28,8,clear_in,clear_in,none,clear_in
6316212c1109a3b1bac89fe6,9,9,ambiguous,clear_ex,clear_in,clear_ex
6316212c1109a3b1bac89fe6,25,10,none,clear_in,none,none
6316212c1109a3b1bac89fe6,8,11,clear_in,ambiguous,ambiguous,clear_in
6316212c1109a3b1bac89fe6,16,12,clear_in,ambiguous,ambiguous,clear_ex
6316212c1109a3b1bac89fe6,21,13,clear_in,none,clear_ex,clear_in
6316212c1109a3b1bac89fe6,29,14,ambiguous,ambiguous,clear_in,clear_in
6316212c1109a3b1bac89fe6,31,15,none,clear_in,clear_in,clear_in
6316212c1109a3b1bac89fe6,17,16,clear_in,clear_in,clear_ex,none
6316212c1109a3b1bac89fe6,5,17,none,clear_ex,clear_in,none
6316212c1109a3b1bac89fe6,4,18,ambiguous,none,clear_in,clear_ex
6316212c1109a3b1bac89fe6,11,19,clear_in,clear_in,clear_in,none
6316212c1109a3b1bac89fe6,13,20,clear_ex,clear_in,ambiguous,none
6316212c1109a3b1bac89fe6,30,21,clear_in,ambiguous,ambiguous,none
6316212c1109a3b1bac89fe6,6,22,clear_in,clear_in,ambiguous,none
6316212c1109a3b1bac89fe6,12,23,clear_ex,clear_in,ambiguous,clear_in
6316212c1109a3b1bac89fe6,22,24,clear_ex,clear_in,clear_ex,clear_in
6316212c1109a3b1bac89fe6,14,25,clear_in,clear_ex,ambiguous,none
6316212c1109a3b1bac89fe6,26,26,none,clear_in,clear_in,clear_ex
6316212c1109a3b1bac89fe6,27,27,none,ambiguous,clear_in,clear_in
6316212c1109a3b1bac89fe6,24,28,clear_in,clear_in,clear_in,clear_in
6316212c1109a3b1bac89fe6,18,29,clear_in,clear_in,ambiguous,clear_in
6316212c1109a3b1bac89fe6,7,30,clear_in,clear_in,none,none
57a9f41a16a091000112f1cf,26,0,clear_in,none,none,none
57a9f41a16a091000112f1cf,23,1,clear_in,none,ambiguous,clear_in
57a9f41a16a091000112f1cf,28,2,ambiguous,ambiguous,clear_in,none
57a9f41a16a091000112f1cf,7,3,clear_in,none,ambiguous,clear_ex
57a9f41a16a091000112f1cf,27,4,ambiguous,clear_ex,clear_in,clear_in
57a9f41a16a091000112f1cf,24,5,clear_ex,clear_in,clear_in,clear_in
57a9f41a16a091000112f1cf,1,6,none,none,clear_in,clear_in
57a9f41a16a091000112f1cf,9,7,clear_in,ambiguous,clear_in,clear_ex
57a9f41a16a091000112f1cf,16,8,clear_in,clear_in,clear_in,clear_in
57a9f41a16a091000112f1cf,30,9,none,clear_in,ambiguous,clear_ex
57a9f41a16a091000112f1cf,31,10,clear_in,ambiguous,clear_in,none
57a9f41a16a091000112f1cf,17,11,none,clear_in,none,clear_in
57a9f41a16a091000112f1cf,25,12,ambiguous,clear_in,ambiguous,clear_in
57a9f41a16a091000112f1cf,13,13,none,clear_in,none,clear_ex
57a9f41a16a091000112f1cf,19,14,clear_in,ambiguous,ambiguous,clear_in
57a9f41a16a091000112f1cf,21,15,clear_ex,clear_in,none,clear_in
57a9f41a16a091000112f1cf,12,16,clear_in,none,none,clear_ex
57a9f41a16a091000112f1cf,22,17,none,none,clear_in,none
57a9f41a16a091000112f1cf,5,18,clear_in,clear_in,ambiguous,none
57a9f41a16a091000112f1cf,11,19,clear_in,clear_ex,clear_in,none
57a9f41a16a091000112f1cf,6,20,ambiguous,none,clear_in,clear_ex
57a9f41a16a091000112f1cf,29,21,clear_in,none,clear_ex,none
57a9f41a16a091000112f1cf,15,22,clear_in,clear_ex,ambiguous,clear_in
57a9f41a16a091000112f1cf,2,23,clear_ex,clear_in,clear_ex,clear_in
57a9f41a16a091000112f1cf,20,24,clear_in,clear_ex,clear_in,clear_in
57a9f41a16a091000112f1cf,3,25,clear_in,clear_ex,none,clear_in
57a9f41a16a091000112f1cf,10,26,ambiguous,clear_in,ambiguous,clear_ex
57a9f41a16a091000112f1cf,8,27,ambiguous,clear_in,clear_in,clear_in
57a9f41a16a091000112f1cf,4,28,clear_ex,clear_ex,clear_in,clear_in
57a9f41a16a091000112f1cf,18,29,ambiguous,none,clear_in,none
57a9f41a16a091000112f1cf,14,30,none,clear_ex,clear_in,none
5bc0ac845a09ea00012e2d30,21,0,clear_in,clear_in,clear_ex,clear_ex
5bc0ac845a09ea00012e2d30,22,1,none,clear_in,none,clear_ex
5bc0ac845a09ea00012e2d30,25,2,clear_in,clear_ex,clear_in,none
5bc0ac845a09ea00012e2d30,30,3,clear_in,clear_in,ambiguous,clear_in
5bc0ac845a09ea00012e2d30,17,4,ambiguous,none,clear_in,none
5bc0ac845a09ea00012e2d30,14,5,clear_in,clear_ex,clear_ex,clear_in
5bc0ac845a09ea00012e2d30,27,6,clear_in,clear_ex,ambiguous,clear_ex
5bc0ac845a09ea00012e2d30,6,7,none,clear_in,ambiguous,none
